hour,litter_met_0,litter_str_0,litter_met_0.01,litter_str_0.1,litter_met_0.005,litter_str_0.05,temp_5,temp_20,temp_25,temp_25,moist_30,moist_10,moist_05
24,0,0,0.01,0.1,0.005,0.05,5,20,25,25,0.3,0.1,0.05
